"site_no","date","sscmgmL","portal","channel","station_nm","site_code","lat","lon","drainage_area_km2","elevation_m","dist2river_m","dist_downstream_km"
"USGS-02359170","1991-04-12","36","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-07-17","23","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-04-06","28","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1994-09-30","13","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1993-08-06","6","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1994-08-12","17","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1993-10-29","14","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-08-27","16","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-04-06","52","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1992-06-19","9","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1992-05-07","32","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-04-03","55","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-04-10","66","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-05-01","34","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-07-28","22","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1994-09-30","8","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1993-04-06","85","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-05-19","34","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1992-05-05","9","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1994-07-13","70","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1993-08-06","12","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1993-07-28","21","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-09-27","3","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1994-07-11","57","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1991-06-25","6","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1994-04-08","38","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1994-07-13","67","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1993-08-27","18","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1993-09-27","1","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1994-07-17","40","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1994-07-06","50","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1991-07-09","23","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1992-09-18","13","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1994-07-13","104","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-08-27","17","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1991-07-09","32","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1992-05-05","10","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1993-09-27","3","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1993-04-06","76","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-04-08","41","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1991-08-13","25","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-07-28","24","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-07-21","27","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1994-06-02","4","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1992-05-05","15","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1991-06-26","5","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1990-09-12","15","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-07-12","141","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1994-06-02","8","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1991-06-25","6","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1993-04-06","91","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1994-07-07","164","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1994-07-07","118","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1994-09-28","17","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-07-17","63","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-05-01","29","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1991-07-09","38","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1994-07-11","67","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1992-09-18","13","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1994-07-21","64","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1991-06-26","41","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-07-11","116","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-07-12","66","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1994-07-11","63","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1994-04-03","50","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1993-09-27","8","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1994-07-11","210","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-10-29","14","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1994-08-12","16","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1993-05-14","13","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1994-06-02","1","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1992-06-18","36","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1993-09-27","2","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1993-07-28","20","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-10-29","15","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-04-08","25","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1991-07-09","22","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-04-03","83","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1993-09-27","3","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1991-07-01","3","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1991-06-29","54","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1991-07-01","6","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1992-05-07","27","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-04-06","61","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1992-07-29","22","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1994-07-11","57","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1993-04-06","65","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1990-09-12","17","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1992-06-18","41","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-07-28","22","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1992-06-18","36","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-08-27","19","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1994-07-08","56","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1994-07-06","51","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02358000","1994-07-11","69","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1993-10-29","15","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1994-07-07","149","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1991-07-05","33","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-08-27","18","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1992-06-18","36","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-07-11","259","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-07-21","56","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1994-06-02","7","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1994-09-28","30","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1991-09-27","16","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1993-05-14","14","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1993-04-06","92","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-07-12","97","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-04-08","31","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-09-28","32","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-06-08","38","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-08-27","18","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-07-11","151","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1991-06-26","43","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1994-07-08","148","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1991-06-26","48","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-07-13","143","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1991-07-02","58","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-07-21","36","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-07-12","110","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-10-29","14","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1994-09-28","20","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-10-29","15","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1993-08-06","7","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1991-09-27","20","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02359170","1993-04-06","97","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1994-06-02","7","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1993-10-29","16","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1991-09-26","3","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1994-09-28","39","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
"USGS-02358000","1993-08-06","8","WQP","MAIN STEM","APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","STREAM","30.70102510000000","-84.8590871000000","44547.7954801093","0","107.48466222664","538.975508374003"
"USGS-02359170","1993-10-29","17","WQP","MAIN STEM","APALACHICOLA RIVER NR SUMATRA,FLA.","STREAM","29.94937094000000","-85.0154686000000","49727.7716987267","0","99.8581269634038","675.85412442503"
